%kf,t,x,y,theta,xg,yg,thetag
0,1389015192.147,1.751893e+00,-1.249132e-01,5.937236e-01,-8.857275e+00,6.565892e+01,-1.360037e+00
0,1389015192.220,1.762146e+00,-1.205771e-01,5.996834e-01,-8.857084e+00,6.564779e+01,-1.354078e+00
0,1389015192.249,1.766188e+00,-1.188649e-01,6.020365e-01,-8.857007e+00,6.564340e+01,-1.351724e+00
0,1389015192.291,1.772081e+00,-1.163409e-01,6.055043e-01,-8.856867e+00,6.563699e+01,-1.348257e+00
0,1389015192.329,1.777513e+00,-1.140140e-01,6.087013e-01,-8.856739e+00,6.563108e+01,-1.345060e+00
0,1389015192.370,1.783277e+00,-1.115527e-01,6.121025e-01,-8.856609e+00,6.562482e+01,-1.341659e+00
0,1389015192.410,1.788824e+00,-1.091881e-01,6.153816e-01,-8.856489e+00,6.561879e+01,-1.338379e+00
0,1389015192.450,1.794506e+00,-1.067729e-01,6.187382e-01,-8.856372e+00,6.561261e+01,-1.335023e+00
0,1389015192.531,1.806199e+00,-1.019018e-01,6.256227e-01,-8.856223e+00,6.559995e+01,-1.328138e+00
0,1389015192.550,1.808948e+00,-1.007688e-01,6.272366e-01,-8.856200e+00,6.559697e+01,-1.326524e+00
0,1389015192.573,1.812262e+00,-9.944250e-02,6.291652e-01,-8.856207e+00,6.559341e+01,-1.324596e+00
0,1389015192.611,1.817897e+00,-9.718668e-02,6.324455e-01,-8.856221e+00,6.558734e+01,-1.321316e+00
0,1389015192.651,1.823727e+00,-9.486661e-02,6.358312e-01,-8.856247e+00,6.558106e+01,-1.317930e+00
0,1389015192.691,1.829805e+00,-9.252749e-02,6.393154e-01,-8.856349e+00,6.557455e+01,-1.314446e+00
0,1389015192.732,1.835862e+00,-9.019654e-02,6.427873e-01,-8.856450e+00,6.556806e+01,-1.310974e+00
0,1389015192.773,1.842192e+00,-8.778260e-02,6.463812e-01,-8.856576e+00,6.556129e+01,-1.307380e+00
0,1389015192.813,1.848318e+00,-8.545693e-02,6.498427e-01,-8.856708e+00,6.555474e+01,-1.303918e+00
0,1389015192.853,1.854472e+00,-8.311416e-02,6.533120e-01,-8.856835e+00,6.554815e+01,-1.300449e+00
0,1389015192.893,1.860715e+00,-8.071214e-02,6.567939e-01,-8.856940e+00,6.554146e+01,-1.296967e+00
0,1389015192.933,1.867002e+00,-7.829327e-02,6.603002e-01,-8.857045e+00,6.553473e+01,-1.293461e+00
0,1389015192.973,1.873325e+00,-7.579450e-02,6.637969e-01,-8.857090e+00,6.552793e+01,-1.289964e+00
0,1389015193.015,1.879880e+00,-7.317456e-02,6.674083e-01,-8.857110e+00,6.552087e+01,-1.286353e+00
0,1389015193.053,1.885996e+00,-7.069843e-02,6.707694e-01,-8.857098e+00,6.551427e+01,-1.282992e+00
0,1389015193.094,1.892442e+00,-6.796279e-02,6.742799e-01,-8.856969e+00,6.550727e+01,-1.279481e+00
0,1389015193.134,1.898816e+00,-6.525762e-02,6.777513e-01,-8.856842e+00,6.550035e+01,-1.276010e+00
0,1389015193.176,1.905420e+00,-6.228716e-02,6.813187e-01,-8.856554e+00,6.549311e+01,-1.272442e+00
0,1389015193.215,1.911699e+00,-5.940481e-02,6.847004e-01,-8.856227e+00,6.548621e+01,-1.269061e+00
0,1389015193.254,1.917901e+00,-5.649211e-02,6.880330e-01,-8.855843e+00,6.547937e+01,-1.265728e+00
0,1389015193.295,1.924347e+00,-5.324156e-02,6.914679e-01,-8.855236e+00,6.547218e+01,-1.262293e+00
0,1389015193.335,1.930683e+00,-5.004585e-02,6.948449e-01,-8.854640e+00,6.546510e+01,-1.258916e+00
0,1389015193.378,1.937339e+00,-4.640186e-02,6.983638e-01,-8.853747e+00,6.545757e+01,-1.255397e+00
0,1389015193.416,1.943303e+00,-4.305650e-02,7.015093e-01,-8.852872e+00,6.545079e+01,-1.252252e+00
0,1389015193.456,1.949561e+00,-3.943123e-02,7.048010e-01,-8.851848e+00,6.544363e+01,-1.248960e+00
0,1389015193.496,1.955685e+00,-3.557209e-02,7.079979e-01,-8.850557e+00,6.543650e+01,-1.245763e+00
0,1389015193.516,1.958794e+00,-3.361336e-02,7.096205e-01,-8.849902e+00,6.543289e+01,-1.244141e+00
0,1389015193.536,1.961857e+00,-3.168285e-02,7.112197e-01,-8.849256e+00,6.542933e+01,-1.242541e+00
0,1389015193.556,1.964950e+00,-2.959725e-02,7.128250e-01,-8.848477e+00,6.542568e+01,-1.240936e+00
0,1389015193.656,1.980005e+00,-1.871163e-02,7.205910e-01,-8.844006e+00,6.540765e+01,-1.233170e+00
0,1389015193.698,1.986209e+00,-1.372987e-02,7.237523e-01,-8.841703e+00,6.540003e+01,-1.230009e+00
0,1389015193.737,1.991875e+00,-9.180382e-03,7.266392e-01,-8.839600e+00,6.539308e+01,-1.227122e+00
0,1389015193.778,1.997957e+00,-3.897607e-03,7.296868e-01,-8.836973e+00,6.538546e+01,-1.224074e+00
0,1389015193.817,2.003599e+00,1.099579e-03,7.325009e-01,-8.834446e+00,6.537836e+01,-1.221260e+00
0,1389015193.857,2.009317e+00,6.288306e-03,7.353276e-01,-8.831770e+00,6.537112e+01,-1.218433e+00
0,1389015193.902,2.015679e+00,1.239141e-02,7.384076e-01,-8.828486e+00,6.536293e+01,-1.215353e+00
0,1389015193.937,2.020762e+00,1.726710e-02,7.408681e-01,-8.825863e+00,6.535640e+01,-1.212893e+00
0,1389015193.986,2.027627e+00,2.421373e-02,7.440848e-01,-8.821985e+00,6.534743e+01,-1.209676e+00
0,1389015194.018,2.032192e+00,2.887998e-02,7.462100e-01,-8.819362e+00,6.534146e+01,-1.207551e+00
0,1389015194.058,2.037778e+00,3.468053e-02,7.487710e-01,-8.816069e+00,6.533411e+01,-1.204990e+00
0,1389015194.103,2.044184e+00,4.155533e-02,7.516101e-01,-8.812086e+00,6.532560e+01,-1.202151e+00
0,1389015194.138,2.049082e+00,4.681107e-02,7.537806e-01,-8.809041e+00,6.531909e+01,-1.199980e+00
0,1389015194.178,2.054716e+00,5.303614e-02,7.561573e-01,-8.805373e+00,6.531154e+01,-1.197604e+00
0,1389015194.226,2.061444e+00,6.051345e-02,7.589652e-01,-8.800951e+00,6.530250e+01,-1.194796e+00
0,1389015194.261,2.066386e+00,6.606340e-02,7.609613e-01,-8.797650e+00,6.529585e+01,-1.192800e+00
0,1389015194.305,2.072527e+00,7.304197e-02,7.633466e-01,-8.793471e+00,6.528754e+01,-1.190414e+00
0,1389015194.342,2.077714e+00,7.893672e-02,7.653615e-01,-8.789942e+00,6.528053e+01,-1.188400e+00
0,1389015194.380,2.083072e+00,8.508072e-02,7.672877e-01,-8.786245e+00,6.527326e+01,-1.186473e+00
0,1389015194.432,2.090567e+00,9.368378e-02,7.699617e-01,-8.781066e+00,6.526309e+01,-1.183799e+00
0,1389015194.461,2.094624e+00,9.833566e-02,7.713336e-01,-8.778267e+00,6.525759e+01,-1.182427e+00
0,1389015194.507,2.101307e+00,1.059939e-01,7.734918e-01,-8.773661e+00,6.524853e+01,-1.180269e+00
0,1389015194.541,2.106180e+00,1.115769e-01,7.750651e-01,-8.770303e+00,6.524193e+01,-1.178696e+00
0,1389015194.581,2.111990e+00,1.181592e-01,7.767575e-01,-8.766369e+00,6.523408e+01,-1.177004e+00
0,1389015194.627,2.118765e+00,1.258239e-01,7.787053e-01,-8.761791e+00,6.522493e+01,-1.175056e+00
0,1389015194.661,2.123802e+00,1.314725e-01,7.800731e-01,-8.758434e+00,6.521815e+01,-1.173688e+00
0,1389015194.701,2.129870e+00,1.382090e-01,7.816103e-01,-8.754452e+00,6.521000e+01,-1.172151e+00
0,1389015194.743,2.136068e+00,1.450910e-01,7.831808e-01,-8.750385e+00,6.520168e+01,-1.170580e+00
0,1389015194.781,2.141927e+00,1.514808e-01,7.844989e-01,-8.746647e+00,6.519386e+01,-1.169262e+00
0,1389015194.824,2.148435e+00,1.585712e-01,7.859522e-01,-8.742503e+00,6.518517e+01,-1.167809e+00
0,1389015194.863,2.154407e+00,1.650212e-01,7.872136e-01,-8.738751e+00,6.517722e+01,-1.166547e+00
0,1389015194.911,2.161873e+00,1.730045e-01,7.886865e-01,-8.734136e+00,6.516731e+01,-1.165074e+00
0,1389015194.944,2.166988e+00,1.784735e-01,7.896956e-01,-8.730975e+00,6.516053e+01,-1.164065e+00
0,1389015194.982,2.173070e+00,1.848598e-01,7.907643e-01,-8.727324e+00,6.515250e+01,-1.162997e+00
0,1389015195.028,2.180355e+00,1.925057e-01,7.920394e-01,-8.722954e+00,6.514288e+01,-1.161722e+00
0,1389015195.063,2.185860e+00,1.982296e-01,7.929502e-01,-8.719702e+00,6.513564e+01,-1.160811e+00
0,1389015195.106,2.192812e+00,2.053921e-01,7.940376e-01,-8.715656e+00,6.512651e+01,-1.159723e+00
0,1389015195.145,2.199118e+00,2.118894e-01,7.950240e-01,-8.711986e+00,6.511824e+01,-1.158737e+00
0,1389015195.183,2.205416e+00,2.182616e-01,7.959140e-01,-8.708428e+00,6.511001e+01,-1.157847e+00
0,1389015195.224,2.212165e+00,2.250894e-01,7.968671e-01,-8.704617e+00,6.510120e+01,-1.156894e+00
0,1389015195.265,2.218864e+00,2.318067e-01,7.977741e-01,-8.700889e+00,6.509248e+01,-1.155987e+00
0,1389015195.304,2.225472e+00,2.383722e-01,7.986282e-01,-8.697269e+00,6.508390e+01,-1.155133e+00
0,1389015195.344,2.232127e+00,2.449830e-01,7.994883e-01,-8.693624e+00,6.507525e+01,-1.154273e+00
0,1389015195.384,2.239059e+00,2.517515e-01,8.003248e-01,-8.689936e+00,6.506629e+01,-1.153436e+00
0,1389015195.435,2.247640e+00,2.601245e-01,8.013575e-01,-8.685376e+00,6.505521e+01,-1.152404e+00
0,1389015195.466,2.253010e+00,2.653025e-01,8.019823e-01,-8.682580e+00,6.504829e+01,-1.151779e+00
0,1389015195.505,2.259813e+00,2.718229e-01,8.027602e-01,-8.679074e+00,6.503954e+01,-1.151001e+00
0,1389015195.550,2.267771e+00,2.794342e-01,8.036671e-01,-8.674987e+00,6.502932e+01,-1.150094e+00
0,1389015195.584,2.273787e+00,2.850999e-01,8.043352e-01,-8.671980e+00,6.502162e+01,-1.149426e+00
0,1389015195.627,2.281398e+00,2.922665e-01,8.051804e-01,-8.668177e+00,6.501188e+01,-1.148581e+00
0,1389015195.665,2.288080e+00,2.985089e-01,8.059156e-01,-8.664883e+00,6.500335e+01,-1.147845e+00
0,1389015195.709,2.296027e+00,3.058789e-01,8.067826e-01,-8.661017e+00,6.499323e+01,-1.146978e+00
0,1389015195.745,2.302508e+00,3.118900e-01,8.074898e-01,-8.657863e+00,6.498497e+01,-1.146271e+00
0,1389015195.785,2.309860e+00,3.186370e-01,8.082778e-01,-8.654352e+00,6.497563e+01,-1.145483e+00
0,1389015195.825,2.317166e+00,3.253414e-01,8.090608e-01,-8.650863e+00,6.496635e+01,-1.144700e+00
0,1389015195.865,2.324521e+00,3.320712e-01,8.098417e-01,-8.647369e+00,6.495701e+01,-1.143919e+00
0,1389015195.913,2.333331e+00,3.401078e-01,8.107681e-01,-8.643207e+00,6.494583e+01,-1.142993e+00
0,1389015195.946,2.339464e+00,3.457028e-01,8.114128e-01,-8.640309e+00,6.493805e+01,-1.142348e+00
0,1389015195.986,2.346918e+00,3.524933e-01,8.121811e-01,-8.636796e+00,6.492860e+01,-1.141580e+00
0,1389015196.026,2.354501e+00,3.594011e-01,8.129626e-01,-8.633222e+00,6.491899e+01,-1.140798e+00
0,1389015196.065,2.361875e+00,3.661288e-01,8.137143e-01,-8.629737e+00,6.490964e+01,-1.140047e+00
0,1389015196.113,2.370854e+00,3.743327e-01,8.146201e-01,-8.625482e+00,6.489824e+01,-1.139141e+00
0,1389015196.146,2.376994e+00,3.799439e-01,8.152394e-01,-8.622572e+00,6.489045e+01,-1.138522e+00
0,1389015196.186,2.384685e+00,3.870221e-01,8.159977e-01,-8.618880e+00,6.488067e+01,-1.137763e+00
0,1389015196.227,2.392360e+00,3.940868e-01,8.167545e-01,-8.615196e+00,6.487091e+01,-1.137006e+00
0,1389015196.266,2.399838e+00,4.010103e-01,8.174823e-01,-8.611568e+00,6.486139e+01,-1.136279e+00
0,1389015196.306,2.407535e+00,4.081764e-01,8.182228e-01,-8.607797e+00,6.485157e+01,-1.135538e+00
0,1389015196.346,2.415148e+00,4.152661e-01,8.189547e-01,-8.604066e+00,6.484186e+01,-1.134806e+00
0,1389015196.389,2.423291e+00,4.229654e-01,8.197176e-01,-8.599967e+00,6.483143e+01,-1.134043e+00
0,1389015196.429,2.430981e+00,4.302357e-01,8.204380e-01,-8.596097e+00,6.482158e+01,-1.133323e+00
0,1389015196.467,2.438217e+00,4.371539e-01,8.211047e-01,-8.592384e+00,6.481228e+01,-1.132656e+00
0,1389015196.507,2.445922e+00,4.445803e-01,8.218059e-01,-8.588374e+00,6.480236e+01,-1.131955e+00
0,1389015196.548,2.453589e+00,4.519807e-01,8.225025e-01,-8.584375e+00,6.479248e+01,-1.131258e+00
0,1389015196.589,2.461405e+00,4.596895e-01,8.231920e-01,-8.580145e+00,6.478235e+01,-1.130569e+00
0,1389015196.628,2.468934e+00,4.671149e-01,8.238561e-01,-8.576071e+00,6.477260e+01,-1.129905e+00
0,1389015196.667,2.476410e+00,4.745893e-01,8.245047e-01,-8.571932e+00,6.476287e+01,-1.129256e+00
0,1389015196.709,2.484267e+00,4.825278e-01,8.251774e-01,-8.567504e+00,6.475261e+01,-1.128584e+00
0,1389015196.748,2.491694e+00,4.900425e-01,8.258124e-01,-8.563309e+00,6.474292e+01,-1.127949e+00
0,1389015196.788,2.499342e+00,4.979477e-01,8.264516e-01,-8.558834e+00,6.473287e+01,-1.127309e+00
0,1389015196.833,2.508001e+00,5.068980e-01,8.271754e-01,-8.553768e+00,6.472149e+01,-1.126586e+00
0,1389015196.868,2.514654e+00,5.138731e-01,8.277250e-01,-8.549784e+00,6.471272e+01,-1.126036e+00
0,1389015196.909,2.522380e+00,5.220316e-01,8.283596e-01,-8.545104e+00,6.470250e+01,-1.125401e+00
0,1389015196.948,2.529789e+00,5.298675e-01,8.289676e-01,-8.540604e+00,6.469270e+01,-1.124793e+00
0,1389015196.989,2.537572e+00,5.382538e-01,8.296002e-01,-8.535734e+00,6.468235e+01,-1.124161e+00
0,1389015197.030,2.545428e+00,5.467174e-01,8.302386e-01,-8.530819e+00,6.467190e+01,-1.123522e+00
0,1389015197.069,2.552724e+00,5.546692e-01,8.308303e-01,-8.526169e+00,6.466216e+01,-1.122931e+00
0,1389015197.110,2.560604e+00,5.633195e-01,8.314686e-01,-8.521090e+00,6.465162e+01,-1.122292e+00
0,1389015197.149,2.568025e+00,5.714806e-01,8.320699e-01,-8.516293e+00,6.464168e+01,-1.121691e+00
0,1389015197.189,2.575640e+00,5.799857e-01,8.326890e-01,-8.511249e+00,6.463144e+01,-1.121072e+00
0,1389015197.229,2.583298e+00,5.885396e-01,8.333116e-01,-8.506177e+00,6.462114e+01,-1.120449e+00
0,1389015197.272,2.591492e+00,5.977858e-01,8.339825e-01,-8.500663e+00,6.461009e+01,-1.119779e+00
0,1389015197.310,2.598819e+00,6.061022e-01,8.345847e-01,-8.495686e+00,6.460018e+01,-1.119176e+00
0,1389015197.351,2.606663e+00,6.150247e-01,8.352311e-01,-8.490341e+00,6.458957e+01,-1.118530e+00
0,1389015197.390,2.614208e+00,6.237165e-01,8.358623e-01,-8.485098e+00,6.457933e+01,-1.117899e+00
0,1389015197.435,2.622808e+00,6.336238e-01,8.365818e-01,-8.479122e+00,6.456765e+01,-1.117179e+00
0,1389015197.470,2.629489e+00,6.413956e-01,8.371504e-01,-8.474410e+00,6.455855e+01,-1.116611e+00
0,1389015197.511,2.637542e+00,6.507990e-01,8.378405e-01,-8.468697e+00,6.454756e+01,-1.115921e+00
0,1389015197.550,2.645029e+00,6.595554e-01,8.384844e-01,-8.463373e+00,6.453735e+01,-1.115277e+00
0,1389015197.590,2.652845e+00,6.687949e-01,8.391737e-01,-8.457723e+00,6.452664e+01,-1.114587e+00
0,1389015197.630,2.660650e+00,6.780211e-01,8.398620e-01,-8.452081e+00,6.451596e+01,-1.113899e+00
0,1389015197.673,2.668968e+00,6.879242e-01,8.406043e-01,-8.446004e+00,6.450454e+01,-1.113157e+00
0,1389015197.711,2.676438e+00,6.968497e-01,8.412751e-01,-8.440516e+00,6.449428e+01,-1.112486e+00
0,1389015197.750,2.684175e+00,7.061064e-01,8.419694e-01,-8.434821e+00,6.448364e+01,-1.111792e+00
0,1389015197.790,2.692046e+00,7.155980e-01,8.426728e-01,-8.428959e+00,6.447279e+01,-1.111088e+00
0,1389015197.831,2.700067e+00,7.252693e-01,8.433895e-01,-8.422985e+00,6.446174e+01,-1.110371e+00
0,1389015197.872,2.708206e+00,7.351314e-01,8.441033e-01,-8.416879e+00,6.445051e+01,-1.109658e+00
0,1389015197.912,2.715956e+00,7.445454e-01,8.447763e-01,-8.411043e+00,6.443980e+01,-1.108985e+00
0,1389015197.951,2.723724e+00,7.539889e-01,8.454456e-01,-8.405186e+00,6.442907e+01,-1.108315e+00
0,1389015197.991,2.731728e+00,7.637683e-01,8.461042e-01,-8.399106e+00,6.441799e+01,-1.107657e+00
0,1389015198.032,2.739762e+00,7.735843e-01,8.467652e-01,-8.393003e+00,6.440687e+01,-1.106996e+00
0,1389015198.077,2.748785e+00,7.846422e-01,8.474656e-01,-8.386118e+00,6.439437e+01,-1.106295e+00
0,1389015198.112,2.755709e+00,7.931376e-01,8.479895e-01,-8.380825e+00,6.438477e+01,-1.105771e+00
0,1389015198.151,2.763574e+00,8.027924e-01,8.485738e-01,-8.374808e+00,6.437387e+01,-1.105187e+00
0,1389015198.192,2.771677e+00,8.127634e-01,8.491170e-01,-8.368588e+00,6.436262e+01,-1.104644e+00
0,1389015198.234,2.780068e+00,8.230882e-01,8.496794e-01,-8.362146e+00,6.435098e+01,-1.104082e+00
0,1389015198.277,2.788531e+00,8.335124e-01,8.501794e-01,-8.355640e+00,6.433924e+01,-1.103582e+00
0,1389015198.313,2.795698e+00,8.423422e-01,8.505831e-01,-8.350127e+00,6.432929e+01,-1.103178e+00
0,1389015198.352,2.803631e+00,8.521172e-01,8.510115e-01,-8.344025e+00,6.431828e+01,-1.102750e+00
0,1389015198.399,2.812882e+00,8.635155e-01,8.514146e-01,-8.336909e+00,6.430544e+01,-1.102346e+00
0,1389015198.437,2.820505e+00,8.729065e-01,8.517467e-01,-8.331047e+00,6.429486e+01,-1.102014e+00
0,1389015198.477,2.828498e+00,8.827429e-01,8.520002e-01,-8.324910e+00,6.428377e+01,-1.101761e+00
0,1389015198.513,2.835584e+00,8.914593e-01,8.522035e-01,-8.319472e+00,6.427394e+01,-1.101557e+00
0,1389015198.553,2.843555e+00,9.012606e-01,8.524068e-01,-8.313360e+00,6.426288e+01,-1.101354e+00
0,1389015198.593,2.851570e+00,9.110912e-01,8.525016e-01,-8.307236e+00,6.425178e+01,-1.101259e+00
0,1389015198.636,2.860072e+00,9.215196e-01,8.526021e-01,-8.300740e+00,6.423999e+01,-1.101159e+00
0,1389015198.673,2.867494e+00,9.305931e-01,8.525966e-01,-8.295097e+00,6.422972e+01,-1.101164e+00
0,1389015198.713,2.875510e+00,9.403823e-01,8.525569e-01,-8.289013e+00,6.421863e+01,-1.101204e+00
0,1389015198.754,2.883510e+00,9.501414e-01,8.524919e-01,-8.282950e+00,6.420756e+01,-1.101269e+00
0,1389015198.794,2.891474e+00,9.598125e-01,8.523338e-01,-8.276955e+00,6.419656e+01,-1.101427e+00
0,1389015198.835,2.899744e+00,9.698559e-01,8.521696e-01,-8.270730e+00,6.418513e+01,-1.101591e+00
0,1389015198.875,2.907521e+00,9.792516e-01,8.519396e-01,-8.264921e+00,6.417441e+01,-1.101821e+00
0,1389015198.915,2.915526e+00,9.889051e-01,8.516772e-01,-8.258958e+00,6.416338e+01,-1.102084e+00
0,1389015198.961,2.924654e+00,9.998838e-01,8.513440e-01,-8.252185e+00,6.415081e+01,-1.102417e+00
0,1389015199.002,2.932807e+00,1.009635e+00,8.509878e-01,-8.246187e+00,6.413960e+01,-1.102773e+00
0,1389015199.041,2.940570e+00,1.018921e+00,8.506486e-01,-8.240474e+00,6.412893e+01,-1.103112e+00
0,1389015199.075,2.947494e+00,1.027135e+00,8.502925e-01,-8.235443e+00,6.411944e+01,-1.103469e+00
0,1389015199.116,2.955593e+00,1.036730e+00,8.498667e-01,-8.229569e+00,6.410834e+01,-1.103894e+00
0,1389015199.157,2.963723e+00,1.046334e+00,8.494236e-01,-8.223699e+00,6.409721e+01,-1.104337e+00
0,1389015199.201,2.972679e+00,1.056830e+00,8.488915e-01,-8.217310e+00,6.408498e+01,-1.104869e+00
0,1389015199.238,2.980069e+00,1.065491e+00,8.484524e-01,-8.212037e+00,6.407489e+01,-1.105309e+00
0,1389015199.277,2.987856e+00,1.074529e+00,8.479593e-01,-8.206564e+00,6.406429e+01,-1.105802e+00
0,1389015199.299,2.992420e+00,1.079813e+00,8.476663e-01,-8.203368e+00,6.405808e+01,-1.106095e+00
0,1389015199.317,2.996000e+00,1.083958e+00,8.474364e-01,-8.200861e+00,6.405321e+01,-1.106325e+00
0,1389015199.357,3.004126e+00,1.093330e+00,8.469079e-01,-8.195205e+00,6.404217e+01,-1.106853e+00
0,1389015199.418,3.016485e+00,1.107450e+00,8.460801e-01,-8.186726e+00,6.402543e+01,-1.107681e+00
0,1389015199.458,3.024661e+00,1.116747e+00,8.455305e-01,-8.181157e+00,6.401438e+01,-1.108231e+00
0,1389015199.501,3.033328e+00,1.126505e+00,8.449433e-01,-8.175345e+00,6.400269e+01,-1.108818e+00
0,1389015199.539,3.041093e+00,1.135248e+00,8.444173e-01,-8.170137e+00,6.399222e+01,-1.109344e+00
0,1389015199.559,3.045258e+00,1.139887e+00,8.441381e-01,-8.167390e+00,6.398662e+01,-1.109623e+00
0,1389015199.579,3.049398e+00,1.144475e+00,8.438620e-01,-8.164681e+00,6.398107e+01,-1.109899e+00
0,1389015199.619,3.057617e+00,1.153585e+00,8.433137e-01,-8.159303e+00,6.397004e+01,-1.110447e+00
0,1389015199.664,3.066833e+00,1.163731e+00,8.427021e-01,-8.153336e+00,6.395770e+01,-1.111059e+00
0,1389015199.700,3.074390e+00,1.171974e+00,8.422042e-01,-8.148514e+00,6.394761e+01,-1.111557e+00
0,1389015199.744,3.083424e+00,1.181827e+00,8.416091e-01,-8.142750e+00,6.393555e+01,-1.112152e+00
0,1389015199.780,3.090947e+00,1.189912e+00,8.411075e-01,-8.138062e+00,6.392555e+01,-1.112654e+00
0,1389015199.820,3.099313e+00,1.198896e+00,8.405493e-01,-8.132854e+00,6.391443e+01,-1.113212e+00
0,1389015199.861,3.107928e+00,1.208095e+00,8.399659e-01,-8.127541e+00,6.390301e+01,-1.113795e+00
0,1389015199.904,3.116737e+00,1.217413e+00,8.393560e-01,-8.122189e+00,6.389135e+01,-1.114405e+00
0,1389015199.944,3.125037e+00,1.226194e+00,8.387812e-01,-8.117146e+00,6.388037e+01,-1.114980e+00
0,1389015199.981,3.132779e+00,1.234268e+00,8.382136e-01,-8.112550e+00,6.387018e+01,-1.115547e+00
0,1389015200.021,3.141058e+00,1.242897e+00,8.376051e-01,-8.107639e+00,6.385927e+01,-1.116156e+00
0,1389015200.063,3.149778e+00,1.251930e+00,8.369420e-01,-8.102519e+00,6.384781e+01,-1.116819e+00
0,1389015200.102,3.157861e+00,1.260232e+00,8.362993e-01,-8.097840e+00,6.383721e+01,-1.117462e+00
0,1389015200.143,3.166193e+00,1.268788e+00,8.356369e-01,-8.093016e+00,6.382628e+01,-1.118124e+00
0,1389015200.182,3.174173e+00,1.276871e+00,8.349431e-01,-8.088501e+00,6.381586e+01,-1.118818e+00
0,1389015200.222,3.182347e+00,1.285143e+00,8.342286e-01,-8.083883e+00,6.380519e+01,-1.119532e+00
0,1389015200.262,3.190502e+00,1.293343e+00,8.334815e-01,-8.079324e+00,6.379456e+01,-1.120280e+00
0,1389015200.304,3.198876e+00,1.301691e+00,8.326665e-01,-8.074710e+00,6.378367e+01,-1.121094e+00
0,1389015200.343,3.206688e+00,1.309478e+00,8.319063e-01,-8.070406e+00,6.377352e+01,-1.121855e+00
0,1389015200.384,3.214695e+00,1.317345e+00,8.310354e-01,-8.066101e+00,6.376315e+01,-1.122726e+00
0,1389015200.430,3.223894e+00,1.326376e+00,8.300286e-01,-8.061161e+00,6.375124e+01,-1.123732e+00
0,1389015200.464,3.230440e+00,1.332747e+00,8.292601e-01,-8.057698e+00,6.374279e+01,-1.124501e+00
0,1389015200.505,3.238347e+00,1.340387e+00,8.282794e-01,-8.053566e+00,6.373260e+01,-1.125482e+00
0,1389015200.545,3.246139e+00,1.347916e+00,8.273131e-01,-8.049494e+00,6.372256e+01,-1.126448e+00
0,1389015200.585,3.253641e+00,1.355047e+00,8.262583e-01,-8.045683e+00,6.371294e+01,-1.127503e+00
0,1389015200.629,3.261954e+00,1.362948e+00,8.250888e-01,-8.041461e+00,6.370227e+01,-1.128672e+00
0,1389015200.670,3.269576e+00,1.370129e+00,8.239695e-01,-8.037648e+00,6.369252e+01,-1.129791e+00
0,1389015200.707,3.276335e+00,1.376459e+00,8.229492e-01,-8.034303e+00,6.368389e+01,-1.130812e+00
0,1389015200.746,3.283491e+00,1.383159e+00,8.218692e-01,-8.030762e+00,6.367474e+01,-1.131892e+00
0,1389015200.786,3.290754e+00,1.389886e+00,8.207915e-01,-8.027236e+00,6.366549e+01,-1.132969e+00
0,1389015200.829,3.298439e+00,1.397004e+00,8.196511e-01,-8.023505e+00,6.365571e+01,-1.134110e+00
0,1389015200.867,3.305277e+00,1.403313e+00,8.186989e-01,-8.020208e+00,6.364700e+01,-1.135062e+00
0,1389015200.907,3.312472e+00,1.409932e+00,8.177479e-01,-8.016757e+00,6.363786e+01,-1.136013e+00
0,1389015200.947,3.319629e+00,1.416516e+00,8.168140e-01,-8.013325e+00,6.362876e+01,-1.136947e+00
0,1389015201.032,3.334509e+00,1.430176e+00,8.152956e-01,-8.006214e+00,6.360985e+01,-1.138465e+00
0,1389015201.110,3.348312e+00,1.442878e+00,8.143870e-01,-7.999591e+00,6.359230e+01,-1.139374e+00
0,1389015201.131,3.352035e+00,1.446305e+00,8.141702e-01,-7.997803e+00,6.358757e+01,-1.139591e+00
0,1389015201.190,3.362564e+00,1.456055e+00,8.140126e-01,-7.992694e+00,6.357416e+01,-1.139748e+00
0,1389015201.231,3.369818e+00,1.462784e+00,8.140022e-01,-7.989162e+00,6.356492e+01,-1.139759e+00
0,1389015201.271,3.376854e+00,1.469363e+00,8.143071e-01,-7.985689e+00,6.355593e+01,-1.139454e+00
0,1389015201.312,3.384244e+00,1.476302e+00,8.148036e-01,-7.982014e+00,6.354648e+01,-1.138957e+00
0,1389015201.351,3.391217e+00,1.482865e+00,8.153552e-01,-7.978532e+00,6.353756e+01,-1.138406e+00
0,1389015201.391,3.398563e+00,1.489875e+00,8.164284e-01,-7.974775e+00,6.352813e+01,-1.137333e+00
0,1389015201.433,3.406164e+00,1.497128e+00,8.175388e-01,-7.970888e+00,6.351837e+01,-1.136222e+00
0,1389015201.472,3.413423e+00,1.504149e+00,8.190426e-01,-7.967088e+00,6.350901e+01,-1.134718e+00
0,1389015201.553,3.428413e+00,1.518765e+00,8.226801e-01,-7.959131e+00,6.348965e+01,-1.131081e+00
0,1389015201.573,3.432162e+00,1.522494e+00,8.239021e-01,-7.957074e+00,6.348478e+01,-1.129859e+00
0,1389015201.599,3.437214e+00,1.527518e+00,8.255487e-01,-7.954302e+00,6.347821e+01,-1.128212e+00
0,1389015201.636,3.444300e+00,1.534564e+00,8.278578e-01,-7.950414e+00,6.346901e+01,-1.125903e+00
